record_id,date,time,season,month,day_of_week,temperature,pressure,humidity,wind_speed,weather_condition
1876,3/20/2023,3:00:00,Spring,3.0,Monday,150,1013.97,66.3,12.6,STORMY
3370,5/21/2023,9:00:00,Spring,5.0,Sunday,16.24,1005.03,60.24,13.21,  sunny  
781,2/2/2023,12:00:00,Winter,2.0,Thursday,5.58,1008.1,62.37,9.85,SUNNY
35,1/2/2023,10:00:00,Winter,1.0,Monday,4.08,1010.42,67.2,4.61,rainy
1672,3/11/2023,15:00:00,Spring,3.0,Saturday,18.08,1014.15,47.26,6.45,Windy
292,1/13/2023,3:00:00,WINTER,1.0,Friday,13.11,1032.52,75.76,15.38,windy
3397,5/22/2023,12:00:00,Spring,5.0,Monday,21.6,1017.17,45.89,14.57,Cloudy
153,1/7/2023,8:00:00,Winter,1.0,Saturday,-0.89,1024.97,64.82,11.67,FOGGY
3140,5/11/2023,19:00:00,Spring,5.0,Thursday,18.04,1012.94,38.18,3.29,Rainy
206,1/9/2023,13:00:00,winter,1.0,Monday,5.41,1024.27,89.48,9.82,Stormy
1100,2/15/2023,19:00:00,Winter,2.0,Wednesday,3.5,1005.29,71.2,17.66,CLOUDY
1096,2/15/2023,15:00:00,Winter,2.0,Wednesday,8.79,1014.41,45,13.19,STORMY
697,1/30/2023,0:00:00,Winter,1.0,Monday,5.56,1010.18,43.45,4.22,SUNNY
297,1/13/2023,8:00:00,Winter,1.0,Friday,3.05,1020.53,40.26,10.65,Foggy
2071,3/28/2023,6:00:00,spring,3.0,Tuesday,16.42,1024,67.1,5.66,rainy
2675,4/22/2023,10:00:00,Spring,4.0,Saturday,24.89,1030.19,62.82,0.51,STORMY
2923,5/2/2023,18:00:00,Spring,5.0,Tuesday,16.48,1023.46,46.42,22.57,Rainy
2065,3/28/2023,0:00:00,SPRING,3.0,Tuesday,23.61,1014.83,50.15,13.61,Sunny
217,1/10/2023,0:00:00,Winter,1.0,Tuesday,4.94,1009.9,59.29,14.01,STORMY
525,1/22/2023,20:00:00,Winter,1.0,Sunday,11.35,1004.43,31.69,16.91,WINDY
1465,3/3/2023,0:00:00,Spring,3.0,Friday,6.88,1008.86,50.49,8.21,Stormy
94,1/4/2023,21:00:00,winter,1.0,WEDNESDAY,15.26,1020.67,87.3,7.4,FOGGY
1090,2/15/2023,9:00:00,Winter,2.0,Wednesday,9.14,1010.41,63.87,16.08,windy
1603,3/8/2023,18:00:00,Spring,3.0,Wednesday,15.81,1014.46,61.59,11.41,SUNNY
205,1/9/2023,12:00:00,Winter,1.0,monday,9.34,1020.12,56.23,18.39,rainy
3289,5/18/2023,0:00:00,Spring,5.0,Thursday,13.47,1023.45,29.52,16.71,CLOUDY
3414,5/23/2023,5:00:00,Spring,5.0,Tuesday,24.71,1011.15,250,10.1,Sunny 
1017,2/12/2023,8:00:00,Winter,2.0,Sunday,3.04,1007.94,57.84,13.78,foggy
445,1/19/2023,12:00:00,Winter,1.0,Thursday,4.94,1012.7,48.56,7.85,Rainy 
2770,4/26/2023,9:00:00,Spring,4.0,Wed,15.24,1004.53,37.34,21.37,WINDY
1287,2/23/2023,14:00:00,Winter,2.0,Thursday,12.54,1013.99,53.14,10.73,WINDY
902,2/7/2023,13:00:00,Winter,2.0,Tuesday,11.91,1006.67,43.3,18.49,Cloudy
2742,4/25/2023,5:00:00,Spring,4.0,Tuesday,19.45,1011.64,64.53,5.84,Cludy
3052,5/8/2023,3:00:00,SPRING,5.0,Monday,25.41,1019.07,67.49,15.53,FOGGY
1225,2/21/2023,0:00:00,Winter,2.0,Tuesday,-0.44,1004.04,65.06,15.62,Sunny
1288,2/23/2023,15:00:00,Winter,2.0,Thursday,11.73,1015.6,89.14,6.89,FOGGY
3385,5/22/2023,0:00:00,Spring,5.0,Monday,13.57,1019.21,39.92,9.8,foggy
443,1/19/2023,10:00:00,Winter,1.0,Thursday,8.62,1017.41,55.65,22.17,FOGGY
30,1/2/2023,5:00:00,Winter,1.0,Monday,7.83,1003.65,72.14,16.51,Rainy
733,1/31/2023,12:00:00,Winter,1.0,Tuesday,15.89,1020.88,68.04,9.27,CLOUDY
2764,4/26/2023,3:00:00,Spring,4.0,Wednesday,19.94,1013,67.4,7.53,Stormy
3199,5/14/2023,6:00:00,Spring,5.0,Sunday,26.41,1010.26,92.55,12.15,Cloudy
2008,3/25/2023,15:00:00,Spring,3.0,Saturday,9.87,1013.66,48.78,21.01,cloudy
1592,3/8/2023,7:00:00,Spring,3.0,Wednesday,24.95,1027.3,51.3,1.81,sunny
1376,2/27/2023,7:00:00,Winter,2.0,Monday,11.52,1017.27,57.48,3.71,Rainy
3116,5/10/2023,19:00:00,Spring,5.0,Wednesday,10.31,1030.47,40.51,11.03,RAINY
846,2/5/2023,5:00:00,Winter,2.0,Sunday,18.83,1022.52,58.19,18.16,Stormy
2132,3/30/2023,19:00:00,Spring,3.0,Thursday,9.28,1004.56,150,13.27,Stormy
2345,4/8/2023,16:00:00,Spring,4.0,Saturday,7.68,1022.77,49,12.94,stormy
3231,5/15/2023,14:00:00,Spring,5.0,Monday,12.32,1016.24,47.2,3.47,Sunny 
2719,4/24/2023,6:00:00,Spring,4.0,Monday,21.44,1017.88,76.29,0.3,RAINY
2059,3/27/2023,18:00:00,Spring,3.0,Monday,7.78,1008.37,70.84,16.73, Foggy
670,1/28/2023,21:00:00,Winter,1.0,Saturday,9.75,1000.48,56.43,10.42, Foggy
1817,3/17/2023,16:00:00,Spring,3.0,Friday,17.26,1007.75,68.11,12.47,sunny
3092,5/9/2023,19:00:00,Spring,5.0,Tuesday,21.75,999.5,51.21,15.5,stormy
2394,4/10/2023,17:00:00,Spring,4.0,Monday,15.55,991.04,61.08,6.93,foggy
1462,3/2/2023,21:00:00,Spring,3.0,Thursday,21.6,1008.64,98.91,6.03,Rainy
57,1/3/2023,8:00:00,Winter,1.0,Tuesday,5.64,1021.71,55.96,5.53,rainy
1668,3/11/2023,11:00:00,Spring,3.0,Saturday,19.93,1018.62,58.61,8.01,Rainy
777,2/2/2023,8:00:00,Winter,2.0,Thursday,4.35,1015.89,35.6,15.43,Rainy
921,2/8/2023,8:00:00,Winter,2.0,Wednesday,2.4,1009.85,57.68,19.38,Rainy
764,2/1/2023,19:00:00,Winter,2.0,Wednesday,6.56,1006.73,81.02,6.86,stormy
2455,4/13/2023,6:00:00,Spring,4.0,Thursday,18.57,1013.01,38.66,18.65,STORMY
26,1/2/2023,1:00:00,Winter,1.0,Monday,0.92,1009.63,49.86,7.19,STORMY
1902,3/21/2023,5:00:00,Spring,3.0,Tuesday,19.53,1007.15,41.54,8.18,Windy
2077,3/28/2023,12:00:00,Spring,3.0,TUESDAY,22.16,1019.38,33.64,23.47,rainy
370,1/16/2023,9:00:00,Winter,1.0,Monday,7.4,1016.36,41.69,9.38,sunny
1368,2/26/2023,23:00:00,Winter,2.0,Sunday,6.37,1014,77.73,14.29,SUNNY
2362,4/9/2023,9:00:00,Spring,4.0,Sunday,25.17,999.08,43,8.68,Rainy
1915,3/21/2023,18:00:00,Spring,3.0,Tuesday,25.6,995.91,66.4,6.96,cloudy
29,1/2/2023,4:00:00,winter,1.0,Monday,?,1032.71,52.11,13.81,sunny
620,26-Jan-23,19:00:00,Winter,1.0,Thursday,6.85,1024.63,34.92,16.16,Rainy
415,1/18/2023,6:00:00,Winter,1.0,Wednesday,8.84,1023.54,39.9,18.84,windy
686,1/29/2023,13:00:00,Winter,1.0,Sunday,10.07,1016.71,55.65,15.35,Stormy
2147,3/31/2023,10:00:00,Spring,3.0,Friday,16.67,1017.45,82.96,0.85,stormy
2361,4/9/2023,8:00:00,Spring,4.0,Sunday,9.21,1010.99,40.42,12.48,Rainy
1758,3/15/2023,5:00:00,Spring,3.0,Wednesday,12.22,1015.58,34.54,8.81,Stormy
1016,2/12/2023,7:00:00,Winter,2.0,Sunday,11.75,1015.23,40.74,13.91,STORMY
1055,2/13/2023,22:00:00,Winter,2.0,Monday,150,1009.15,59.87,1.18,RAINY
2640,4/20/2023,23:00:00,Spring,4.0,Thursday,19.37,1010.87,53.46,20.18,Rainy 
1526,3/5/2023,13:00:00,Spring,3.0,Sunday,15.06,1014.84,38,14.1,RAINY
1523,3/5/2023,10:00:00,Spring,3.0,Sunday,19.32,1012.68,66.18,12.56,WINDY
1389,2/27/2023,20:00:00,Winter,2.0,Monday,7.14,1018.11,54.05,3.29,Cludy
698,1/30/2023,1:00:00,Winter,1.0,Monday,5.72,1014.45,63.93,8.66,Windy
1675,3/11/2023,18:00:00,Spring,3.0,Saturday,22.99,1022.02,38.05,7.06,WINDY
2928,5/2/2023,23:00:00,Spring,5.0,Tuesday,23.63,1012.21,85.03,12.26,stormy
405,1/17/2023,20:00:00,Winter,1.0,Tuesday,9.49,1006.99,48.6,18.89,Rainy 
1766,3/15/2023,13:00:00,Spring,3.0,Wednesday,25.68,1017.78,44.33,12.7,sunny
1154,2/18/2023,1:00:00,Winter,2.0,Saturday,15.21,1008.9,-15,10.14,Stormy
218,1/10/2023,1:00:00,Winter,1.0,Tuesday,11.29,1029.08,52.35,7.21,Sunny
2490,4/14/2023,17:00:00,Spring,4.0,Friday,19.96,1004.72,64.76,14.56,  Sunny  
3057,5/8/2023,8:00:00,Spring,5.0,Monday,14.97,1023.68,34.63,11.45,windy
28,1/2/2023,3:00:00,Winter,1.0,Mon,9.29,1012.4,26.22,11.84,Stormy
1076,2/14/2023,19:00:00,Winter,2.0,Tuesday,5.88,1002.08,40.39,16.22,rainy
2428,4/12/2023,3:00:00,Spring,4.0,Wed,11.28,1004.4,39.3,16.07,Windy
935,2/8/2023,22:00:00,Winter,2.0,Wednesday,5.71,1011.73,49.44,3.91,WINDY
1808,3/17/2023,7:00:00,Spring,3.0,Friday,18.8,1018.3,39.41,22.13,Sunny
775,2/2/2023,6:00:00,winter,2.0,Thursday,13.21,1017.67,53.06,15.48,Sunny 
630,1/27/2023,5:00:00,Winter,1.0,Friday,8.43,995.25,51.55,6.89,Foggy
797,3/2/2023,4:00:00,Winter,2.0,Friday,4.1,1023.64,37.05,17.36,RAINY
533,1/23/2023,4:00:00,Winter,1.0,Monday,11.58,1018.75,61.58,12.12,Foggy
1765,3/15/2023,12:00:00,Spring,3.0,Wednesday,16.65,1012.78,84.3,16.12,Sunny 
635,1/27/2023,10:00:00,Winter,1.0,Friday,12.88,1020.35,36.31,12.33,Windy
2567,4/17/2023,22:00:00,Spring,4.0,Monday,21.82,1016.21,48.6,11.25,STORMY
514,1/22/2023,9:00:00,Winter,1.0,Sunday,4.71,1010.57,34.81,7.08,Stromy
1002,2/11/2023,17:00:00,Winter,2.0,Saturday,1.17,1017.74,14.43,8.22,windy
2584,4/18/2023,15:00:00,Spring,4.0,Tuesday,27.48,1011.8,58,11.6,Windy
286,1/12/2023,21:00:00,Winter,1.0,Thursday,6.51,1024.01,52.75,12.75,cloudy
3108,5/10/2023,11:00:00,Spring,5.0,Wednesday,16.8,1010.81,75.24,21.23,windy
1816,3/17/2023,15:00:00,Spring,3.0,Friday,27.92,1013.1,60.8,20.16,Rainy
2626,4/20/2023,9:00:00,Spring,4.0,Thursday,25.71,1023.67,66.67,12.45,Foggy
1367,2/26/2023,22:00:00,Winter,2.0,Sunday,-1.84,1012.83,59.4,13.5,Cloudy
1037,2/13/2023,4:00:00,Winter,2.0,Monday,0.41,991.95,60.83,11.43,Rainy 
2464,4/13/2023,15:00:00,Spring,4.0,Thursday,21.43,1007.87,46.46,15.55,CLOUDY
2674,4/22/2023,9:00:00,Spring,4.0,Saturday,23.34,1012.29,65.27,5.54,Sunny
3249,5/16/2023,8:00:00,Spring,5.0,Tuesday,24.5,994.56,73.55,8.73,WINDY
1893,3/20/2023,20:00:00,Spring,3.0,Monday,23.88,1008.33,38.71,12.18,FOGGY
2877,4/30/2023,20:00:00,Spring,4.0,Sunday,27.31,1014,71.49,9.89,Sunny
2023,3/26/2023,6:00:00,Spring,3.0,Sunday,20.2,1008.83,39.24,17.08,windy
3418,5/23/2023,9:00:00,Spring,5.0,Tuesday,18.16,1025.29,81.75,12.45,Rainy 
3172,5/13/2023,3:00:00,SPRING,5.0,SATURDAY,13.53,0,18.09,11.16,stormy
2767,4/26/2023,6:00:00,Spring,4.0,Wednesday,24.36,1010.38,50.53,14.72,Stormy
266,1/12/2023,1:00:00,Winter,1.0,Thursday,11.86,990.21,72.23,1.56,Stormy
2485,4/14/2023,12:00:00,Spring,4.0,Friday,19.56,1019.87,36.06,0.53,foggy
2709,4/23/2023,20:00:00,Spring,4.0,Sunday,15.19,1010.99,79.68,10.59,foggy
1968,3/23/2023,23:00:00,Spring,3.0,Thursday,12.22,1018.8,77.9,23.42, Foggy
1874,3/20/2023,1:00:00,Spring,3.0,Monday,14.99,1013.01,39.11,300,cloudy
68,1/3/2023,19:00:00,Winter,1.0,Tuesday,5.8,1014.05,76.62,3.38,Stormy
2130,3/30/2023,17:00:00,Spring,3.0,Thursday,13.36,1023.31,45.49,18.77,RAINY
1909,3/21/2023,12:00:00,Spring,3.0,Tuesday,22.83,1018.63,82.78,9.49,Stormy
2177,4/1/2023,16:00:00,Spring,4.0,Saturday,26.72,1018.31,58.07,14.45,Sunny 
1990,3/24/2023,21:00:00,Spring,3.0,Friday,17.79,1030.27,56.37,9.72,windy
2423,4/11/2023,22:00:00,Spring,4.0,tuesday,17.91,1015.35,62.27,10.19,windy
1751,3/14/2023,22:00:00,Spring,3.0,Tuesday,21.93,998.78,65.72,10.6,foggy
2947,5/3/2023,18:00:00,spring,5.0,Wednesday,12.32,1014.85,45.16,18.67,Foggy
556,1/24/2023,3:00:00,Winter,1.0,Tuesday,6.21,1007.82,66.16,10.91,Sunny 
2858,4/30/2023,1:00:00,Spring,4.0,Sunday,17.59,1017.51,50.97,14.09,WINDY
520,1/22/2023,15:00:00,Winter,1.0,Sunday,11.08,1022.63,52.91,9.3,Sunny 
269,1/12/2023,4:00:00,Winter,1.0,Thursday,8.38,1002.74,69.94,9.04,Stromy
2041,3/27/2023,0:00:00,Spring,3.0,Monday,17.29,1020.02,66.86,11.87,Stromy
1365,2/26/2023,20:00:00,Winter,2.0,Sun,4.86,1010.78,39.46,10.78,Stromy
2201,4/2/2023,16:00:00,Spring,4.0,Sunday,?,1003.77,62.45,15.81,SUNNY
1033,2/13/2023,0:00:00,Winter,2.0,Monday,4.32,1026.25,51.35,12.01,windy
2148,3/31/2023,11:00:00,Spring,3.0,Friday,14.5,1011.32,76.82,2.18, Foggy
2005,3/25/2023,12:00:00,Spring,3.0,Saturday,14.34,1007.08,86.81,17.87,STORMY
196,1/9/2023,3:00:00,Winter,1.0,Monday,8.89,1002.32,60.7,15.66,stormy
2744,4/25/2023,7:00:00,Spring,4.0,Tuesday,27.15,1016.95,40.47,13.49,rainy
3084,5/9/2023,11:00:00,Spring,5.0,Tuesday,20.53,1018.37,19.66,4.11,Rainy 
2474,4/14/2023,1:00:00,Spring,4.0,Friday,16.18,1011.27,52.95,7.33,Sunny 
1626,3/9/2023,17:00:00,Spring,3.0,Thursday,24.14,1003.32,61.58,3.78,Cludy
2084,3/28/2023,19:00:00,Spring,3.0,Tuesday,18.75,1018.7,70.47,14.33,Rainy
1800,3/16/2023,23:00:00,Spring,3.0,Thursday,20.25,1012.17,81.63,3.12,  windy  
2704,4/23/2023,3:00 PM,Spring,4.0,Sunday,17.5,1014.72,48.1,9.97,Rainy
3417,5/23/2023,8:00:00,Spring,5.0,Tuesday,-80,1008.88,81.35,21.28,foggy
3094,5/9/2023,21:00:00,Spring,5.0,Tuesday,20.69,1005.38,42.33,12.37,Sunny
836,2/4/2023,19:00:00,Winter,2.0,Saturday,11.53,1011.06,39.6,19.38,Rainy 
1606,3/8/2023,21:00:00,Spring,3.0,Wednesday,12.31,1006.43,74.54,12.83,cloudy
498,1/21/2023,17:00:00,Winter,1.0,Saturday,4.79,1016.46,67.01,16.53,FOGGY
1894,3/20/2023,9:00 PM,Spring,3.0,Monday,14.8,1024.87,43.98,-20,Cludy
1517,3/5/2023,4:00:00,Spring,3.0,Sunday,18.9,1010.82,42.46,18.58,foggy
1437,3/1/2023,20:00:00,Spring,3.0,Wednesday,9.15,1015.93,49.24,13.21,Rainy
1429,3/1/2023,12:00:00,Spring,3.0,Wednesday,22.28,1016.18,60.92,9.45,stormy
1267,2/22/2023,18:00:00,Winter,2.0,Wednesday,11.72,1011.36,55.47,21.65,RAINY
1188,2/19/2023,11:00:00,Winter,2.0,Sunday,3.66,1013.78,71.56,10.46,Sunny 
1164,2/18/2023,11:00:00,Winter,2.0,Saturday,8.23,1017.99,65.55,24.93,Sunny
2315,4/7/2023,10:00:00,Spring,4.0,Friday,13.82,1004.23,96.53,10.49,Stromy
1308,2/24/2023,11:00:00,WINTER,2.0,Friday,11,1020.66,82.11,15.04,WINDY
2602,4/19/2023,9:00:00,Spring,4.0,Wednesday,15.89,1021.36,56.81,7.5,RAINY
2348,4/8/2023,19:00:00,Spring,4.0,Saturday,23.14,1019.47,53.21,21.09,Sunny
3131,5/11/2023,10:00:00,Spring,5.0,Thursday,18.02,1008.8,40.75,8.68,Stormy
2729,4/24/2023,16:00:00,Spring,4.0,Monday,10.82,1017.4,43,11.89,Rainy
2760,4/25/2023,23:00:00,Spring,4.0,Tuesday,17.43,1016.46,57.46,7.54,Rainy
3380,5/21/2023,19:00:00,Spring,5.0,Sunday,20.27,1009.01,95.35,8.58,Sunny 
1177,2/19/2023,0:00:00,Winter,2.0,Sunday,10.89,1011.97,76.1,9.1,Stormy
926,2/8/2023,13:00:00,Winter,2.0,Wednesday,13.33,1024.62,41.26,6.98,foggy
2026,3/26/2023,9:00:00,Spring,3.0,SUNDAY,6.02,1007.57,47.79,-0.75,foggy
1018,2/12/2023,9:00:00,Winter,2.0,Sunday,2.05,1021.43,63.58,7.77,Rainy
971,2/10/2023,10:00:00,Winter,2.0,Friday,9.51,1014.4,27.34,6.66,RAINY
862,2/5/2023,9:00 PM,Winter,2.0,Sunday,11.48,1003.87,53.33,7.17,foggy
2961,5/4/2023,8:00:00,Spring,5.0,Thursday,20.99,1005.2,66.52,8.84,windy
172,1/8/2023,3:00:00,WINTER,1.0,Sun,1.89,1018.7,51.4,9.75,CLOUDY
2323,4/7/2023,18:00:00,Spring,4.0,Friday,18.1,1020.13,44.91,14.02,Windy
1275,2/23/2023,2:00:00,Winter,2.0,Thursday,12.45,1004.03,43.5,12.41,FOGGY
84,4/1/2023,11:00:00,Winter,1.0,Wednesday,8.38,1007.58,69.63,11.12,rainy
2465,4/13/2023,16:00:00,Spring,4.0,Thursday,13.71,1009.92,63.34,24.32,Foggy
1954,3/23/2023,9:00:00,Spring,3.0,Thursday,18.78,1009.81,56.76,12.91,sunny
751,2/1/2023,6:00:00,Winter,2.0,Wednesday,-1.54,1006.12,48.8,23.33,windy
3255,5/16/2023,14:00:00,Spring,5.0,Tuesday,9.29,1021.6,49.88,10.48,sunny
2453,4/13/2023,4:00:00,Spring,4.0,Thursday,7.64,1011.36,46.55,7.79,WINDY
3174,5/13/2023,5:00:00,Spring,5.0,Saturday,16.23,1013.25,44.75,18.65,CLOUDY
649,1/28/2023,0:00:00,Winter,1.0,Saturday,7.79,1013.46,67.73,1.48,Cludy
916,2/8/2023,3:00:00,Winter,2.0,Wednesday,6.2,1007.18,60.6,13.87,RAINY
1697,3/12/2023,16:00:00,spring,3.0,Sunday,21.42,1009.63,69.65,5.21,SUNNY
203,1/9/2023,10:00:00,Winter,1.0,Monday,14.28,1005.84,52.2,9.36,CLOUDY
3044,5/7/2023,19:00:00,Spring,5.0,Sunday,7.82,1008.66,26.01,10.02,STORMY
724,1/31/2023,3:00:00,Winter,1.0,Tuesday,11.84,1014.72,62.62,35.56,Rainy 
